country,year,R,isolates,source,AMR,IncomeGroup
24,2022,0.117647059,1003,EARS-Net,3GCREC,High-income
24,2022,0.014705882,204,EARS-Net,CRKP,High-income
24,2022,0.14893617,235,EARS-Net,3GCRKP,High-income
24,2022,0.152941176,85,EARS-Net,CRPA,High-income
25,2018,0.37,35,GLASS,CRKP,Lower-middle-income
25,2018,0.96,46,GLASS,3GCRKP,Lower-middle-income
25,2019,0.19,77,GLASS,CRKP,Lower-middle-income
25,2019,0.98,47,GLASS,3GCRKP,Lower-middle-income
25,2020,0.67,46,GLASS,CRAB,Lower-middle-income
25,2020,0.05,42,GLASS,CREC,Lower-middle-income
25,2020,0.18,152,GLASS,CRKP,Lower-middle-income
25,2020,0.78,101,GLASS,3GCRKP,Lower-middle-income
26,2001,0,648,EARS-Net,CREC,High-income
26,2001,0.001657001,1207,EARS-Net,3GCREC,High-income
26,2002,0,1237,EARS-Net,CREC,High-income
26,2002,0.006299213,1270,EARS-Net,3GCREC,High-income
26,2003,0,1340,EARS-Net,CREC,High-income
26,2003,0.010301692,1359,EARS-Net,3GCREC,High-income
26,2004,0.000658328,1519,EARS-Net,CREC,High-income
26,2004,0.0152314,1707,EARS-Net,3GCREC,High-income
26,2005,0,1510,EARS-Net,CREC,High-income
26,2005,0.017726799,1918,EARS-Net,3GCREC,High-income
26,2005,0,131,EARS-Net,CRKP,High-income
26,2005,0.022857143,175,EARS-Net,3GCRKP,High-income
26,2005,0.153061224,98,EARS-Net,CRPA,High-income
26,2006,0,1742,EARS-Net,CREC,High-income
26,2006,0.018152696,1873,EARS-Net,3GCREC,High-income
26,2006,0,214,EARS-Net,CRKP,High-income
26,2006,0.00877193,228,EARS-Net,3GCRKP,High-income
26,2006,0.075949367,158,EARS-Net,CRPA,High-income
26,2007,0,1819,EARS-Net,CREC,High-income
26,2007,0.015400411,1948,EARS-Net,3GCREC,High-income
26,2007,0,251,EARS-Net,CRKP,High-income
26,2007,0.014705882,272,EARS-Net,3GCRKP,High-income
26,2007,0.085227273,176,EARS-Net,CRPA,High-income
26,2008,0.000482625,2072,EARS-Net,CREC,High-income
26,2008,0.021082894,2087,EARS-Net,3GCREC,High-income
26,2008,0,280,EARS-Net,CRKP,High-income
26,2008,0.017361111,288,EARS-Net,3GCRKP,High-income
26,2008,0.062857143,175,EARS-Net,CRPA,High-income
26,2009,0,2121,EARS-Net,CREC,High-income
26,2009,0.028033088,2176,EARS-Net,3GCREC,High-income
26,2009,0.002849003,351,EARS-Net,CRKP,High-income
26,2009,0.013623978,367,EARS-Net,3GCRKP,High-income
26,2009,0.07860262,229,EARS-Net,CRPA,High-income
26,2010,0,2471,EARS-Net,CREC,High-income
26,2010,0.037465126,2509,EARS-Net,3GCREC,High-income
26,2010,0,391,EARS-Net,CRKP,High-income
26,2010,0.040302267,397,EARS-Net,3GCRKP,High-income
26,2010,0.098181818,275,EARS-Net,CRPA,High-income
26,2011,0,3020,EARS-Net,CREC,High-income
26,2011,0.05,3020,EARS-Net,3GCREC,High-income
26,2011,0,404,EARS-Net,CRKP,High-income
26,2011,0.024752475,404,EARS-Net,3GCRKP,High-income
26,2011,0.107806691,269,EARS-Net,CRPA,High-income
26,2012,0,3161,EARS-Net,CREC,High-income
26,2012,0.061986085,3162,EARS-Net,3GCREC,High-income
26,2012,0,536,EARS-Net,CRKP,High-income
26,2012,0.016791045,536,EARS-Net,3GCRKP,High-income
26,2012,0.064220183,327,EARS-Net,CRPA,High-income
26,2013,0,35,EARS-Net,CRAB,High-income
26,2013,0,3721,EARS-Net,CREC,High-income
26,2013,0.070698925,3720,EARS-Net,3GCREC,High-income
26,2013,0,550,EARS-Net,CRKP,High-income
26,2013,0.021818182,550,EARS-Net,3GCRKP,High-income
26,2013,0.103975535,327,EARS-Net,CRPA,High-income
26,2014,0.03125,32,EARS-Net,CRAB,High-income
26,2014,0,4013,EARS-Net,CREC,High-income
26,2014,0.054627089,4009,EARS-Net,3GCREC,High-income
26,2014,0,583,EARS-Net,CRKP,High-income
26,2014,0.024054983,582,EARS-Net,3GCRKP,High-income
26,2014,0.071661238,307,EARS-Net,CRPA,High-income
26,2015,0.023255814,43,EARS-Net,CRAB,High-income
26,2015,0,4425,EARS-Net,CREC,High-income
26,2015,0.060571165,4342,EARS-Net,3GCREC,High-income
26,2015,0,658,EARS-Net,CRKP,High-income
26,2015,0.029503106,644,EARS-Net,3GCRKP,High-income
26,2015,0.046920821,341,EARS-Net,CRPA,High-income
26,2016,0.000206954,4832,EARS-Net,CREC,High-income
26,2016,0.068958245,4742,EARS-Net,3GCREC,High-income
26,2016,0.002597403,770,EARS-Net,CRKP,High-income
26,2016,0.040789474,760,EARS-Net,3GCRKP,High-income
26,2016,0.059659091,352,EARS-Net,CRPA,High-income
26,2017,0.027027027,37,EARS-Net,CRAB,High-income
26,2017,0,5315,EARS-Net,CREC,High-income
26,2017,0.068542983,5223,EARS-Net,3GCREC,High-income
26,2017,0.002638522,758,EARS-Net,CRKP,High-income
26,2017,0.045698925,744,EARS-Net,3GCRKP,High-income
26,2017,0.061007958,377,EARS-Net,CRPA,High-income
26,2018,0.000197746,5057,EARS-Net,CREC,High-income
26,2018,0.076095618,5020,EARS-Net,3GCREC,High-income
26,2018,0.00617284,810,EARS-Net,CRKP,High-income
26,2018,0.044720497,805,EARS-Net,3GCRKP,High-income
26,2018,0.04859335,391,EARS-Net,CRPA,High-income
26,2019,0,43,EARS-Net,CRAB,High-income
26,2019,0.000187582,5331,EARS-Net,CREC,High-income
26,2019,0.078514687,5413,EARS-Net,3GCREC,High-income
26,2019,0.003529412,850,EARS-Net,CRKP,High-income
26,2019,0.063364055,868,EARS-Net,3GCRKP,High-income
26,2019,0.062770563,462,EARS-Net,CRPA,High-income
26,2020,0.054054054,37,EARS-Net,CRAB,High-income
26,2020,0.000186047,5375,EARS-Net,CREC,High-income
26,2020,0.071734675,5367,EARS-Net,3GCREC,High-income
26,2020,0.001109878,901,EARS-Net,CRKP,High-income
26,2020,0.072142064,901,EARS-Net,3GCRKP,High-income
26,2020,0.036951501,433,EARS-Net,CRPA,High-income
26,2021,0.021276596,47,EARS-Net,CRAB,High-income
26,2021,0,5801,EARS-Net,CREC,High-income
26,2021,0.06604587,5799,EARS-Net,3GCREC,High-income
26,2021,0,971,EARS-Net,CRKP,High-income
26,2021,0.05561277,971,EARS-Net,3GCRKP,High-income
26,2021,0.042128603,451,EARS-Net,CRPA,High-income
26,2022,0,4575,EARS-Net,CREC,High-income
26,2022,0.061077058,4568,EARS-Net,3GCREC,High-income
26,2022,0,793,EARS-Net,CRKP,High-income
26,2022,0.047858942,794,EARS-Net,3GCRKP,High-income
26,2022,0.049763033,422,EARS-Net,CRPA,High-income
27,2002,0,1679,EARS-Net,CREC,High-income
27,2002,0.00761523,2495,EARS-Net,3GCREC,High-income
27,2003,0,1694,EARS-Net,CREC,High-income
27,2003,0.009708738,2266,EARS-Net,3GCREC,High-income
27,2004,0,4747,EARS-Net,CREC,High-income
27,2004,0.009512066,5677,EARS-Net,3GCREC,High-income
27,2005,0,5429,EARS-Net,CREC,High-income
27,2005,0.013881748,5835,EARS-Net,3GCREC,High-income
27,2005,0.001328021,753,EARS-Net,CRKP,High-income
27,2005,0.041262136,824,EARS-Net,3GCRKP,High-income
27,2005,0.142276423,984,EARS-Net,CRPA,High-income
27,2006,0,5821,EARS-Net,CREC,High-income
27,2006,0.01965163,6717,EARS-Net,3GCREC,High-income
27,2006,0,831,EARS-Net,CRKP,High-income
27,2006,0.061266874,963,EARS-Net,3GCRKP,High-income
27,2006,0.121513944,1004,EARS-Net,CRPA,High-income
27,2007,0,7145,EARS-Net,CREC,High-income
27,2007,0.024872449,7840,EARS-Net,3GCREC,High-income
27,2007,0.000946074,1057,EARS-Net,CRKP,High-income
27,2007,0.100775194,1161,EARS-Net,3GCRKP,High-income
27,2007,0.141321045,1302,EARS-Net,CRPA,High-income
27,2008,0.000141824,7051,EARS-Net,CREC,High-income
27,2008,0.038172716,7990,EARS-Net,3GCREC,High-income
27,2008,0,1021,EARS-Net,CRKP,High-income
27,2008,0.15202109,1138,EARS-Net,3GCRKP,High-income
27,2008,0.142273099,1223,EARS-Net,CRPA,High-income
27,2009,0.000258699,7731,EARS-Net,CREC,High-income
27,2009,0.067226891,8449,EARS-Net,3GCREC,High-income
27,2009,0.001577287,1268,EARS-Net,CRKP,High-income
27,2009,0.186502177,1378,EARS-Net,3GCRKP,High-income
27,2009,0.173913043,1219,EARS-Net,CRPA,High-income
27,2010,0,8164,EARS-Net,CREC,High-income
27,2010,0.07248947,9022,EARS-Net,3GCREC,High-income
27,2010,0.000698324,1432,EARS-Net,CRKP,High-income
27,2010,0.178339818,1542,EARS-Net,3GCRKP,High-income
27,2010,0.177908938,1186,EARS-Net,CRPA,High-income
27,2011,0.000235211,8503,EARS-Net,CREC,High-income
27,2011,0.081731336,8479,EARS-Net,3GCREC,High-income
27,2011,0,1640,EARS-Net,CRKP,High-income
27,2011,0.253325272,1654,EARS-Net,3GCRKP,High-income
27,2011,0.199753391,1622,EARS-Net,CRPA,High-income
27,2012,0.033419023,389,EARS-Net,CRAB,High-income
27,2012,0,9091,EARS-Net,CREC,High-income
27,2012,0.09955035,9563,EARS-Net,3GCREC,High-income
27,2012,0.004917025,1627,EARS-Net,CRKP,High-income
27,2012,0.226183518,1711,EARS-Net,3GCRKP,High-income
27,2012,0.180023229,1722,EARS-Net,CRPA,High-income
27,2013,0.0591133,406,EARS-Net,CRAB,High-income
27,2013,0.001147626,9585,EARS-Net,CREC,High-income
27,2013,0.095233406,10154,EARS-Net,3GCREC,High-income
27,2013,0.006514658,1842,EARS-Net,CRKP,High-income
27,2013,0.280185759,1938,EARS-Net,3GCRKP,High-income
27,2013,0.171858217,1862,EARS-Net,CRPA,High-income
27,2014,0.024937656,401,EARS-Net,CRAB,High-income
27,2014,0.000103167,9693,EARS-Net,CREC,High-income
27,2014,0.099429897,10349,EARS-Net,3GCREC,High-income
27,2014,0.004755112,2103,EARS-Net,CRKP,High-income
27,2014,0.295620438,2192,EARS-Net,3GCRKP,High-income
27,2014,0.187078652,1780,EARS-Net,CRPA,High-income
27,2015,0.056074766,428,EARS-Net,CRAB,High-income
27,2015,0.000286232,10481,EARS-Net,CREC,High-income
27,2015,0.109763822,11051,EARS-Net,3GCREC,High-income
27,2015,0.004901961,2244,EARS-Net,CRKP,High-income
27,2015,0.305389222,2338,EARS-Net,3GCRKP,High-income
27,2015,0.164155844,1925,EARS-Net,CRPA,High-income
27,2016,0.071111111,450,EARS-Net,CRAB,High-income
27,2016,9.15E-05,10929,EARS-Net,CREC,High-income
27,2016,0.112260232,11313,EARS-Net,3GCREC,High-income
27,2016,0.003955696,2528,EARS-Net,CRKP,High-income
27,2016,0.288794763,2597,EARS-Net,3GCRKP,High-income
27,2016,0.155995935,1968,EARS-Net,CRPA,High-income
27,2017,0.061833689,469,EARS-Net,CRAB,High-income
27,2017,0.000155727,12843,EARS-Net,CREC,High-income
27,2017,0.102231875,13352,EARS-Net,3GCREC,High-income
27,2017,0.006768792,2807,EARS-Net,CRKP,High-income
27,2017,0.288381743,2892,EARS-Net,3GCRKP,High-income
27,2017,0.139181287,1710,EARS-Net,CRPA,High-income
27,2018,0.065306122,490,EARS-Net,CRAB,High-income
27,2018,0.00048391,12399,EARS-Net,CREC,High-income
27,2018,0.095925163,12614,EARS-Net,3GCREC,High-income
27,2018,0.005003336,2998,EARS-Net,CRKP,High-income
27,2018,0.307616222,3033,EARS-Net,3GCRKP,High-income
27,2018,0.159810127,1896,EARS-Net,CRPA,High-income
27,2019,0.090349076,487,EARS-Net,CRAB,High-income
27,2019,0.000474834,12636,EARS-Net,CREC,High-income
27,2019,0.088486059,13019,EARS-Net,3GCREC,High-income
27,2019,0.00999001,3003,EARS-Net,CRKP,High-income
27,2019,0.301788618,3075,EARS-Net,3GCRKP,High-income
27,2019,0.12716763,2076,EARS-Net,CRPA,High-income
27,2020,0.033236994,692,EARS-Net,CRAB,High-income
27,2020,0.000392421,17838,EARS-Net,CREC,High-income
27,2020,0.094659808,18857,EARS-Net,3GCREC,High-income
27,2020,0.005421184,4796,EARS-Net,CRKP,High-income
27,2020,0.278493558,5045,EARS-Net,3GCRKP,High-income
27,2020,0.126430366,3583,EARS-Net,CRPA,High-income
27,2021,0.030555556,720,EARS-Net,CRAB,High-income
27,2021,0.000512937,17546,EARS-Net,CREC,High-income
27,2021,0.083426741,18735,EARS-Net,3GCREC,High-income
27,2021,0.007615824,4727,EARS-Net,CRKP,High-income
27,2021,0.254172532,4973,EARS-Net,3GCRKP,High-income
27,2021,0.121298701,3850,EARS-Net,CRPA,High-income
27,2022,0.035005834,857,EARS-Net,CRAB,High-income
27,2022,0.001059509,16989,EARS-Net,CREC,High-income
27,2022,0.084414852,17722,EARS-Net,3GCREC,High-income
27,2022,0.009667674,4965,EARS-Net,CRKP,High-income
27,2022,0.250343339,5097,EARS-Net,3GCRKP,High-income
27,2022,0.113207547,3498,EARS-Net,CRPA,High-income
28,2016,0.21,33,CAESAR,CRKP,Upper-middle-income
28,2016,0.97,33,CAESAR,3GCRKP,Upper-middle-income
28,2017,0.88,34,Others,CRAB,Upper-middle-income
28,2018,0.89,45,CAESAR,CRAB,Low-income
28,2018,0.13,56,CAESAR,CREC,Low-income
28,2018,0.57,56,CAESAR,3GCREC,Low-income
28,2018,0.33,81,CAESAR,CRKP,Low-income
28,2018,0.89,81,CAESAR,3GCRKP,Low-income
28,2019,0.81,83,CAESAR,CRAB,Low-income
28,2019,0.08,78,CAESAR,CREC,Low-income
28,2019,0.56,78,CAESAR,3GCREC,Low-income
28,2019,0.37,136,CAESAR,CRKP,Low-income
28,2019,0.78,133,CAESAR,3GCRKP,Low-income
28,2019,0.57,51,CAESAR,CRPA,Low-income
28,2020,0.68,172,GLASS,CRAB,Low-income
28,2020,0.01,134,GLASS,CREC,Low-income
28,2020,0.44,126,GLASS,3GCREC,Low-income
28,2020,0.55,230,GLASS,CRKP,Low-income
28,2020,0.76,219,GLASS,3GCRKP,Low-income
29,2000,0,180,EARS-Net,3GCREC,High-income
29,2001,0,37,EARS-Net,CREC,High-income
29,2001,0.007154213,1258,EARS-Net,3GCREC,High-income
29,2002,0,146,EARS-Net,CREC,High-income
29,2002,0.009398496,1064,EARS-Net,3GCREC,High-income
29,2003,0,210,EARS-Net,CREC,High-income
29,2003,0.006060606,990,EARS-Net,3GCREC,High-income
29,2004,0.006944444,720,EARS-Net,CREC,High-income
29,2004,0.018961253,1213,EARS-Net,3GCREC,High-income
29,2005,0.002475248,808,EARS-Net,CREC,High-income
29,2005,0.016718913,957,EARS-Net,3GCREC,High-income
29,2005,0.019607843,102,EARS-Net,CRKP,High-income
29,2005,0.067307692,104,EARS-Net,3GCRKP,High-income
29,2005,0.247863248,117,EARS-Net,CRPA,High-income
29,2006,0.001345895,743,EARS-Net,CREC,High-income
29,2006,0.04245283,848,EARS-Net,3GCREC,High-income
29,2006,0,147,EARS-Net,CRKP,High-income
29,2006,0.136054422,147,EARS-Net,3GCRKP,High-income
29,2006,0.166666667,162,EARS-Net,CRPA,High-income
29,2007,0.002096436,954,EARS-Net,CREC,High-income
29,2007,0.077002053,974,EARS-Net,3GCREC,High-income
29,2007,0.01734104,173,EARS-Net,CRKP,High-income
29,2007,0.063583815,173,EARS-Net,3GCRKP,High-income
29,2007,0.223350254,197,EARS-Net,CRPA,High-income
29,2008,0,1589,EARS-Net,CREC,High-income
29,2008,0.048357099,1613,EARS-Net,3GCREC,High-income
29,2008,0,231,EARS-Net,CRKP,High-income
29,2008,0.114893617,235,EARS-Net,3GCRKP,High-income
29,2008,0.107784431,167,EARS-Net,CRPA,High-income
29,2009,0,2727,EARS-Net,CREC,High-income
29,2009,0.081551287,2759,EARS-Net,3GCREC,High-income
29,2009,0,467,EARS-Net,CRKP,High-income
29,2009,0.13163482,471,EARS-Net,3GCRKP,High-income
29,2009,0.106007067,283,EARS-Net,CRPA,High-income
29,2010,0.00034118,2931,EARS-Net,CREC,High-income
29,2010,0.08358209,3015,EARS-Net,3GCREC,High-income
29,2010,0,464,EARS-Net,CRKP,High-income
29,2010,0.127615063,478,EARS-Net,3GCRKP,High-income
29,2010,0.125401929,311,EARS-Net,CRPA,High-income
29,2011,0.000278319,3593,EARS-Net,CREC,High-income
29,2011,0.079626579,3642,EARS-Net,3GCREC,High-income
29,2011,0,512,EARS-Net,CRKP,High-income
29,2011,0.125240848,519,EARS-Net,3GCRKP,High-income
29,2011,0.098445596,386,EARS-Net,CRPA,High-income
29,2012,0.066115702,121,EARS-Net,CRAB,High-income
29,2012,0.000239006,4184,EARS-Net,CREC,High-income
29,2012,0.088389871,4186,EARS-Net,3GCREC,High-income
29,2012,0,661,EARS-Net,CRKP,High-income
29,2012,0.129518072,664,EARS-Net,3GCRKP,High-income
29,2012,0.107305936,438,EARS-Net,CRPA,High-income
29,2013,0.088888889,180,EARS-Net,CRAB,High-income
29,2013,0.000937559,5333,EARS-Net,CREC,High-income
29,2013,0.107403936,5335,EARS-Net,3GCREC,High-income
29,2013,0.00655308,763,EARS-Net,CRKP,High-income
29,2013,0.160574413,766,EARS-Net,3GCRKP,High-income
29,2013,0.153968254,630,EARS-Net,CRPA,High-income
29,2014,0.054726368,201,EARS-Net,CRAB,High-income
29,2014,0.000640307,6247,EARS-Net,CREC,High-income
29,2014,0.105347422,6246,EARS-Net,3GCREC,High-income
29,2014,0.00695825,1006,EARS-Net,CRKP,High-income
29,2014,0.127236581,1006,EARS-Net,3GCRKP,High-income
29,2014,0.169781931,642,EARS-Net,CRPA,High-income
29,2015,0.065281899,337,EARS-Net,CRAB,High-income
29,2015,0.000332152,9032,EARS-Net,CREC,High-income
29,2015,0.102978629,9031,EARS-Net,3GCREC,High-income
29,2015,0.001263424,1583,EARS-Net,CRKP,High-income
29,2015,0.102466793,1581,EARS-Net,3GCRKP,High-income
29,2015,0.147270855,971,EARS-Net,CRPA,High-income
29,2016,0.048672566,452,EARS-Net,CRAB,High-income
29,2016,5.82E-05,17196,EARS-Net,CREC,High-income
29,2016,0.110994764,17190,EARS-Net,3GCREC,High-income
29,2016,0.004889179,3068,EARS-Net,CRKP,High-income
29,2016,0.136245111,3068,EARS-Net,3GCRKP,High-income
29,2016,0.144866385,1422,EARS-Net,CRPA,High-income
29,2017,0.040740741,540,EARS-Net,CRAB,High-income
29,2017,0.000130776,22940,EARS-Net,CREC,High-income
29,2017,0.122813904,22929,EARS-Net,3GCREC,High-income
29,2017,0.00466684,3857,EARS-Net,CRKP,High-income
29,2017,0.146081993,3854,EARS-Net,3GCRKP,High-income
29,2017,0.125792812,1892,EARS-Net,CRPA,High-income
29,2018,0.043643264,527,EARS-Net,CRAB,High-income
29,2018,0.000182174,21957,EARS-Net,CREC,High-income
29,2018,0.121970076,21989,EARS-Net,3GCREC,High-income
29,2018,0.004284274,3968,EARS-Net,CRKP,High-income
29,2018,0.12937327,3973,EARS-Net,3GCRKP,High-income
29,2018,0.120670391,1790,EARS-Net,CRPA,High-income
29,2019,0.021645022,462,EARS-Net,CRAB,High-income
29,2019,0.000128254,23391,EARS-Net,CREC,High-income
29,2019,0.115064281,23413,EARS-Net,3GCREC,High-income
29,2019,0.009325986,4718,EARS-Net,CRKP,High-income
29,2019,0.122271668,4719,EARS-Net,3GCRKP,High-income
29,2019,0.128557875,2108,EARS-Net,CRPA,High-income
29,2020,0.031301483,607,EARS-Net,CRAB,High-income
29,2020,0.000175698,28458,EARS-Net,CREC,High-income
29,2020,0.103580338,28461,EARS-Net,3GCREC,High-income
29,2020,0.004840594,5991,EARS-Net,CRKP,High-income
29,2020,0.109218437,5988,EARS-Net,3GCRKP,High-income
29,2020,0.139368896,2662,EARS-Net,CRPA,High-income
29,2021,0.042975207,605,EARS-Net,CRAB,High-income
29,2021,0.000413579,29015,EARS-Net,CREC,High-income
29,2021,0.090968609,29021,EARS-Net,3GCREC,High-income
29,2021,0.007953503,6538,EARS-Net,CRKP,High-income
29,2021,0.103701438,6538,EARS-Net,3GCRKP,High-income
29,2021,0.148393855,2864,EARS-Net,CRPA,High-income
29,2022,0.035063114,713,EARS-Net,CRAB,High-income
29,2022,0.000379003,31662,EARS-Net,CREC,High-income
29,2022,0.094201983,31666,EARS-Net,3GCREC,High-income
29,2022,0.01025567,6923,EARS-Net,CRKP,High-income
29,2022,0.103278925,6923,EARS-Net,3GCRKP,High-income
29,2022,0.130201342,2980,EARS-Net,CRPA,High-income
30,2014,0.16,107,Others,CRAB,Upper-middle-income
30,2014,0,31,Others,CREC,Upper-middle-income
30,2014,0.52,31,Others,3GCREC,Upper-middle-income
30,2014,0.01,134,Others,CRKP,Upper-middle-income
30,2014,0.79,105,Others,3GCRKP,Upper-middle-income
30,2014,0.07,60,Others,CRPA,Upper-middle-income
30,2015,0.16,107,Others,CRAB,Upper-middle-income
30,2015,0,31,Others,CREC,Upper-middle-income
30,2015,0.52,31,Others,3GCREC,Upper-middle-income
30,2015,0.01,134,Others,CRKP,Upper-middle-income
30,2015,0.79,105,Others,3GCRKP,Upper-middle-income
30,2015,0.07,60,Others,CRPA,Upper-middle-income
30,2016,0.14,73,Others,CRAB,Upper-middle-income
30,2016,0,57,Others,CREC,Upper-middle-income
30,2016,0.54,57,Others,3GCREC,Upper-middle-income
30,2016,0,102,Others,CRKP,Upper-middle-income
30,2016,0.79,102,Others,3GCRKP,Upper-middle-income
30,2016,0.16,51,Others,CRPA,Upper-middle-income
31,2000,0.010638298,282,EARS-Net,CREC,High-income
31,2000,0.03601108,361,EARS-Net,3GCREC,High-income
31,2001,0.010152284,394,EARS-Net,CREC,High-income
31,2001,0.054481547,569,EARS-Net,3GCREC,High-income
31,2002,0.003597122,556,EARS-Net,CREC,High-income
31,2002,0.063683305,581,EARS-Net,3GCREC,High-income
31,2003,0.003809524,1050,EARS-Net,CREC,High-income
31,2003,0.056022409,1071,EARS-Net,3GCREC,High-income
31,2004,0.00179051,1117,EARS-Net,CREC,High-income
31,2004,0.060390764,1126,EARS-Net,3GCREC,High-income
31,2005,0.003533569,1132,EARS-Net,CREC,High-income
31,2005,0.07023705,1139,EARS-Net,3GCREC,High-income
31,2005,0.278137128,773,EARS-Net,CRKP,High-income
31,2005,0.605943152,774,EARS-Net,3GCRKP,High-income
31,2005,0.386819484,698,EARS-Net,CRPA,High-income
31,2006,0.00407498,1227,EARS-Net,CREC,High-income
31,2006,0.060751399,1251,EARS-Net,3GCREC,High-income
31,2006,0.328554361,837,EARS-Net,CRKP,High-income
31,2006,0.579072533,841,EARS-Net,3GCRKP,High-income
31,2006,0.47607362,815,EARS-Net,CRPA,High-income
31,2007,0.000823045,1215,EARS-Net,CREC,High-income
31,2007,0.076298701,1232,EARS-Net,3GCREC,High-income
31,2007,0.424430642,966,EARS-Net,CRKP,High-income
31,2007,0.618312757,972,EARS-Net,3GCRKP,High-income
31,2007,0.467418546,798,EARS-Net,CRPA,High-income
31,2008,0.003467406,1442,EARS-Net,CREC,High-income
31,2008,0.099315068,1460,EARS-Net,3GCREC,High-income
31,2008,0.365921788,1074,EARS-Net,CRKP,High-income
31,2008,0.657407407,1080,EARS-Net,3GCRKP,High-income
31,2008,0.486899563,916,EARS-Net,CRPA,High-income
31,2009,0.00718232,1810,EARS-Net,CREC,High-income
31,2009,0.10137741,1815,EARS-Net,3GCREC,High-income
31,2009,0.43515673,1627,EARS-Net,CRKP,High-income
31,2009,0.686658507,1634,EARS-Net,3GCRKP,High-income
31,2009,0.440182648,1095,EARS-Net,CRPA,High-income
31,2010,0.003949967,1519,EARS-Net,CREC,High-income
31,2010,0.142003981,1507,EARS-Net,3GCREC,High-income
31,2010,0.490812092,1687,EARS-Net,CRKP,High-income
31,2010,0.746144721,1686,EARS-Net,3GCRKP,High-income
31,2010,0.431431431,999,EARS-Net,CRPA,High-income
31,2011,0.008873114,1127,EARS-Net,CREC,High-income
31,2011,0.14912892,1435,EARS-Net,3GCREC,High-income
31,2011,0.681540342,1636,EARS-Net,CRKP,High-income
31,2011,0.757957958,1665,EARS-Net,3GCRKP,High-income
31,2011,0.54,900,EARS-Net,CRPA,High-income
31,2012,0.877990431,1254,EARS-Net,CRAB,High-income
31,2012,0.014326648,1396,EARS-Net,CREC,High-income
31,2012,0.16223977,1393,EARS-Net,3GCREC,High-income
31,2012,0.604794521,1460,EARS-Net,CRKP,High-income
31,2012,0.708704592,1459,EARS-Net,3GCRKP,High-income
31,2012,0.477398015,907,EARS-Net,CRPA,High-income
31,2013,0.905660377,848,EARS-Net,CRAB,High-income
31,2013,0.013535032,1256,EARS-Net,CREC,High-income
31,2013,0.172111554,1255,EARS-Net,3GCREC,High-income
31,2013,0.593879239,1209,EARS-Net,CRKP,High-income
31,2013,0.70115894,1208,EARS-Net,3GCRKP,High-income
31,2013,0.492588369,877,EARS-Net,CRPA,High-income
31,2014,0.932223543,841,EARS-Net,CRAB,High-income
31,2014,0.011586453,1122,EARS-Net,CREC,High-income
31,2014,0.210338681,1122,EARS-Net,3GCREC,High-income
31,2014,0.623161765,1088,EARS-Net,CRKP,High-income
31,2014,0.725274725,1092,EARS-Net,3GCRKP,High-income
31,2014,0.429184549,699,EARS-Net,CRPA,High-income
31,2015,0.934893184,983,EARS-Net,CRAB,High-income
31,2015,0.011522634,1215,EARS-Net,CREC,High-income
31,2015,0.198353909,1215,EARS-Net,3GCREC,High-income
31,2015,0.619409283,1185,EARS-Net,CRKP,High-income
31,2015,0.69535865,1185,EARS-Net,3GCRKP,High-income
31,2015,0.404444444,675,EARS-Net,CRPA,High-income
31,2016,0.953542393,861,EARS-Net,CRAB,High-income
31,2016,0.009209517,1303,EARS-Net,CREC,High-income
31,2016,0.176380368,1304,EARS-Net,3GCREC,High-income
31,2016,0.668644068,1180,EARS-Net,CRKP,High-income
31,2016,0.724809483,1181,EARS-Net,3GCRKP,High-income
31,2016,0.420600858,699,EARS-Net,CRPA,High-income
31,2017,0.947945205,1095,EARS-Net,CRAB,High-income
31,2017,0.015678255,1467,EARS-Net,CREC,High-income
31,2017,0.182993197,1470,EARS-Net,3GCREC,High-income
31,2017,0.647101981,1363,EARS-Net,CRKP,High-income
31,2017,0.691629956,1362,EARS-Net,3GCRKP,High-income
31,2017,0.393422655,821,EARS-Net,CRPA,High-income
31,2018,0.923988154,1013,EARS-Net,CRAB,High-income
31,2018,0.010365854,1640,EARS-Net,CREC,High-income
31,2018,0.193292683,1640,EARS-Net,3GCREC,High-income
31,2018,0.638851802,1498,EARS-Net,CRKP,High-income
31,2018,0.707333333,1500,EARS-Net,3GCRKP,High-income
31,2018,0.375,856,EARS-Net,CRPA,High-income
31,2019,0.923469388,196,EARS-Net,CRAB,High-income
31,2019,0.009852217,203,EARS-Net,CREC,High-income
31,2019,0.189473684,190,EARS-Net,3GCREC,High-income
31,2019,0.583333333,312,EARS-Net,CRKP,High-income
31,2019,0.664516129,310,EARS-Net,3GCRKP,High-income
31,2019,0.489361702,141,EARS-Net,CRPA,High-income
31,2020,0.945945946,740,EARS-Net,CRAB,High-income
31,2020,0.005300353,566,EARS-Net,CREC,High-income
31,2020,0.218694885,567,EARS-Net,3GCREC,High-income
31,2020,0.662534435,726,EARS-Net,CRKP,High-income
31,2020,0.745179063,726,EARS-Net,3GCRKP,High-income
31,2020,0.357142857,378,EARS-Net,CRPA,High-income
31,2021,0.969498911,1377,EARS-Net,CRAB,High-income
31,2021,0.010989011,728,EARS-Net,CREC,High-income
31,2021,0.217331499,727,EARS-Net,3GCREC,High-income
31,2021,0.736953456,1418,EARS-Net,CRKP,High-income
31,2021,0.803672316,1416,EARS-Net,3GCRKP,High-income
31,2021,0.333333333,576,EARS-Net,CRPA,High-income
