year,year_5,3GCREC,3GCRKP,CRAB,CREC,CRKP,CRPA,IncomeGroup,source
2007,"(2004,2009]",0.021599533,0.015625,NA,0,0,0.092783505,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2007,"(2004,2009]",0.0234375,0.34375,NA,NA,NA,0.179104478,UM,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2007,"(2004,2009]",0.097037037,0.165217391,NA,0.004115226,0,0.148606811,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2007,"(2004,2009]",0.274193548,0.8,NA,0,NA,NA,UM,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2007,"(2004,2009]",0.042303173,0.276470588,NA,0,0,0.193181818,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2007,"(2004,2009]",0.074488404,0.096247961,NA,0,0,0.151927438,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2007,"(2004,2009]",0.022684815,0.013867488,NA,0,0,0.070987654,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2007,"(2004,2009]",0.5,0.54,0.45,0.03,0.02,0.2,H,Taiwan National Institutes of Infectious Diseases and Vaccinology
2007,"(2004,2009]",0.094091904,0.125382263,NA,0.000648088,0.003311258,0.099616858,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2007,"(2004,2009]",0.05,0.13,0.35,0,0.02,0.17,H,"The Surveillance Network, USA"
2007,"(2004,2009]",0.29,0.71,0.62,0,0.01,0.37,UM,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela"
2008,"(2004,2009]",0.074123989,0.079447323,NA,0.00166044,0,0.108481262,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2008,"(2004,2009]",0.041873669,NA,NA,NA,NA,NA,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2008,"(2004,2009]",0.292517007,0.734693878,NA,0,0,NA,UM,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2008,"(2004,2009]",0.038293217,0.543806647,NA,0,0.003115265,0.3,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2008,"(2004,2009]",0.193277311,0.35483871,NA,0,0.096774194,0.186046512,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2008,"(2004,2009]",0.098612126,0.476892163,NA,0.000473261,0.002380952,0.290780142,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2008,"(2004,2009]",0.040578546,0.091935484,NA,0.000515198,0.001912046,0.011764706,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2008,"(2004,2009]",0.045801527,0.115942029,NA,0.008849558,0,0.3,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2008,"(2004,2009]",0.021082894,0.017361111,NA,0.000482625,0,0.062857143,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2008,"(2004,2009]",0.038172716,0.15202109,NA,0.000141824,0,0.142273099,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2008,"(2004,2009]",0.048357099,0.114893617,NA,0,0,0.107784431,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2008,"(2004,2009]",0.099315068,0.657407407,NA,0.003467406,0.365921788,0.486899563,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2008,"(2004,2009]",0.091769158,0.349593496,NA,0.001015228,0,0.259109312,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2008,"(2004,2009]",0.008130081,NA,NA,0,NA,NA,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2008,"(2004,2009]",0.71,0.93,0.81,0.09,0.24,NA,LM,"Private laboratory network, India"
2008,"(2004,2009]",0.059171598,0.108196721,NA,0,0,0.062857143,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2008,"(2004,2009]",0.159061278,0.389285714,NA,0,0.019417476,0.329192547,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2008,"(2004,2009]",0.111111111,0.575,NA,0,0.025,NA,UM,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2008,"(2004,2009]",0.055921053,0.358490566,NA,0,0,NA,UM,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2008,"(2004,2009]",0.062913907,0.192307692,NA,NA,NA,NA,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2008,"(2004,2009]",0.06,0.55,NA,NA,NA,NA,L,"Malawi Liverpool Wellcome Trust Clinical Research Programme, University of Malawi the College of Medicine"
2008,"(2004,2009]",0.209677419,0,NA,0,0,0.3,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2008,"(2004,2009]",0.53,0.34,0.6,0.02,0,0.19,UM,Hospital Civil de Guadalajara Fray Antonio Alcalde
2008,"(2004,2009]",0.046214789,0.075757576,NA,0.000450857,0,0.063768116,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2008,"(2004,2009]",0.03,0.11,NA,0,0,NA,H,"Public Health Surveillance, Institute of Environmental Science and Research Ltd (ESR), New Zealand"
2008,"(2004,2009]",0.025569761,0.017191977,NA,0.000647668,0.006734007,0.068493151,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2008,"(2004,2009]",0.023809524,NA,NA,NA,NA,NA,UM,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2008,"(2004,2009]",0.101010101,0.257035647,NA,0,0.007246377,0.176744186,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2008,"(2004,2009]",0.236363636,NA,NA,0,NA,NA,UM,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2008,"(2004,2009]",0.042334096,0.261146497,NA,0,0,0.157894737,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2008,"(2004,2009]",0.090182019,0.118935837,NA,0,0,0.131627057,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2008,"(2004,2009]",0.022580645,0.023030303,NA,0,0,0.039426523,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2008,"(2004,2009]",0.46,0.42,0.51,0.02,0.03,0.21,H,Taiwan National Institutes of Infectious Diseases and Vaccinology
2008,"(2004,2009]",0.24,0.28,0.52,0.01,0,0.17,LM,"National Antimicrobial Resistance Surveillance Center, Thailand (NARST)"
2008,"(2004,2009]",0.069311446,0.067114094,NA,0.001392758,0.012396694,0.06374502,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2008,"(2004,2009]",0.06,0.17,0.39,0,0.05,0.18,H,"The Surveillance Network, USA"
2008,"(2004,2009]",0.32,0.75,0.5,0.01,0.02,0.44,UM,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela"
2009,"(2004,2009]",0.075471698,0.076422764,NA,0.001425178,0,0.087719298,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2009,"(2004,2009]",0.064536341,0.147887324,NA,NA,0.012048193,0.089552239,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2009,"(2004,2009]",0.191709845,0.694736842,NA,0.006622517,0,0.235294118,UM,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2009,"(2004,2009]",0.139705882,0.41509434,NA,0,0.169811321,0.081967213,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2009,"(2004,2009]",0.097861544,0.520848057,NA,0.000596659,0.00247117,0.288695652,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2009,"(2004,2009]",0.061737523,0.112359551,NA,0,0,0.028818444,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2009,"(2004,2009]",0.021943574,0.172413793,NA,0,0,NA,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2009,"(2004,2009]",0.028033088,0.013623978,NA,0,0.002849003,0.07860262,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2009,"(2004,2009]",0.067226891,0.186502177,NA,0.000258699,0.001577287,0.173913043,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2009,"(2004,2009]",0.081551287,0.13163482,NA,0,0,0.106007067,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2009,"(2004,2009]",0.10137741,0.686658507,NA,0.00718232,0.43515673,0.440182648,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2009,"(2004,2009]",0.129277567,0.384401114,NA,0,0.005555556,0.265503876,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2009,"(2004,2009]",0.018181818,NA,NA,0,NA,NA,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2009,"(2004,2009]",0.82,0.87,0.87,0.05,0.34,0.55,LM,"Private laboratory network, India"
2009,"(2004,2009]",0.064954683,0.111464968,NA,0,0,0.084821429,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2009,"(2004,2009]",0.170305677,0.371323529,NA,0,0.013157895,0.308510638,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2009,"(2004,2009]",0.11627907,0.545454545,NA,0.023529412,0,NA,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2009,"(2004,2009]",0.078498294,0.567164179,NA,0,0,NA,UM,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2009,"(2004,2009]",0.083056478,NA,NA,0,NA,0.151515152,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2009,"(2004,2009]",0.11,0.7,NA,NA,NA,NA,L,"Malawi Liverpool Wellcome Trust Clinical Research Programme, University of Malawi the College of Medicine"
2009,"(2004,2009]",0.14556962,0,NA,0.012658228,0,0.206896552,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2009,"(2004,2009]",0.67,NA,0.78,0.07,NA,0.23,UM,Hospital Civil de Guadalajara Fray Antonio Alcalde
2009,"(2004,2009]",0.042652027,0.055,NA,0,0,0.02991453,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2009,"(2004,2009]",0.04,0.13,NA,0,0,NA,H,"Public Health Surveillance, Institute of Environmental Science and Research Ltd (ESR), New Zealand"
2009,"(2004,2009]",0.022751896,0.027777778,NA,0,0,0.054216867,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2009,"(2004,2009]",0.090753425,0.48951049,NA,0,0.007194245,0.253521127,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2009,"(2004,2009]",0.092050209,0.275179856,NA,0.00180072,0.008247423,0.163461538,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2009,"(2004,2009]",0.13559322,NA,NA,NA,NA,NA,UM,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2009,"(2004,2009]",0.045912654,0.312169312,NA,0,0.005291005,0.14953271,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2009,"(2004,2009]",0.113059409,0.111464968,NA,0,0.00173913,0.161111111,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2009,"(2004,2009]",0.18,0.47,0.44,0,0,NA,LM,The Sri Lanka College of Microbiologists
2009,"(2004,2009]",0.43,0.5,0.59,0.03,0.06,0.22,H,Taiwan National Institutes of Infectious Diseases and Vaccinology
2009,"(2004,2009]",0.29,0.32,0.63,0.02,0.03,0.25,LM,"National Antimicrobial Resistance Surveillance Center, Thailand (NARST)"
2009,"(2004,2009]",0.093583566,0.071755725,NA,0.000289101,0.001692047,0.080708661,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2009,"(2004,2009]",0.07,0.15,0.5,0,0.05,0.17,H,"The Surveillance Network, USA"
2009,"(2004,2009]",0.3,0.88,0.41,0.01,0.05,0.46,UM,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela"
2010,"(2009,2014]",0.072553046,0.126388889,NA,0.00040568,0.00589391,0.143763214,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2010,"(2009,2014]",0.051741803,0.125874126,NA,0,0,0.046153846,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2010,"(2009,2014]",0.248366013,0.755905512,NA,0,0,0.30952381,UM,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2010,"(2009,2014]",0.087301587,0.555160142,NA,0.003440367,0.021505376,0.285714286,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2010,"(2009,2014]",0.201438849,0.343283582,NA,0.007246377,0.164179104,0.291666667,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2010,"(2009,2014]",0.103545528,0.482185273,NA,0.000607165,0.000906618,0.164705882,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2010,"(2009,2014]",0.075996678,0.105545617,NA,0,0,0.030898876,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2010,"(2009,2014]",0.055016181,0.172839506,NA,0,0,0.214285714,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2010,"(2009,2014]",0.037465126,0.040302267,NA,0,0,0.098181818,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2010,"(2009,2014]",0.07248947,0.178339818,NA,0,0.000698324,0.177908938,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2010,"(2009,2014]",0.08358209,0.127615063,NA,0.00034118,0,0.125401929,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2010,"(2009,2014]",0.142003981,0.746144721,NA,0.003949967,0.490812092,0.431431431,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2010,"(2009,2014]",0.1945047,0.458984375,NA,0.001525553,0.054989817,0.248818898,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2010,"(2009,2014]",0.038461538,NA,NA,0,NA,NA,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2010,"(2009,2014]",0.77,0.85,0.81,0.05,0.34,0.52,LM,"Private laboratory network, India"
2010,"(2009,2014]",0.076923077,0.08490566,NA,0,0,0.064814815,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2010,"(2009,2014]",0.210417528,0.465049929,NA,0.001156961,0.151846785,0.220039293,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2010,"(2009,2014]",0.12244898,0.546875,NA,0,0,NA,UM,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2010,"(2009,2014]",0.087087087,0.50617284,NA,0,0,0.266666667,UM,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2010,"(2009,2014]",0.093220339,0.050847458,NA,0,0,0.09375,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2010,"(2009,2014]",0.24,0.79,NA,NA,NA,NA,L,"Malawi Liverpool Wellcome Trust Clinical Research Programme, University of Malawi the College of Medicine"
2010,"(2009,2014]",0.15625,0.122807018,NA,0,0,0.238095238,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2010,"(2009,2014]",0.46,0.24,0.94,0,0.02,0.24,UM,Hospital Civil de Guadalajara Fray Antonio Alcalde
2010,"(2009,2014]",0.049271197,0.071748879,NA,0.000821693,0.002242152,0.038535645,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2010,"(2009,2014]",0.05,0.16,NA,0,0,NA,H,"Public Health Surveillance, Institute of Environmental Science and Research Ltd (ESR), New Zealand"
2010,"(2009,2014]",0.036923077,0.020876827,NA,0,0,0.011904762,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2010,"(2009,2014]",0.075268817,0.396551724,NA,0.001422475,0,0.245508982,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2010,"(2009,2014]",0.104253112,0.282758621,NA,0.002772003,0.013544018,0.161048689,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2010,"(2009,2014]",0.205882353,NA,NA,0,NA,NA,UM,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2010,"(2009,2014]",0.066176471,0.224489796,NA,0,0.005128205,0.191011236,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2010,"(2009,2014]",0.12113764,0.102497847,NA,0.000175562,0,0.177570093,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2010,"(2009,2014]",0.029082774,0.023752969,NA,0.000258665,0.002824859,0.055248619,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2010,"(2009,2014]",0.52,0.52,0.57,0.05,0.06,0.21,H,Taiwan National Institutes of Infectious Diseases and Vaccinology
2010,"(2009,2014]",0.3,0.33,0.58,0.02,0.03,0.29,UM,"National Antimicrobial Resistance Surveillance Center, Thailand (NARST)"
2010,"(2009,2014]",0.089729492,0.096904441,NA,0.000248447,0.001477105,0.064908722,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2010,"(2009,2014]",0.08,0.16,0.44,0,0.05,0.2,H,"The Surveillance Network, USA"
2010,"(2009,2014]",0.34,0.76,0.82,0.02,0.15,0.56,UM,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela"
2011,"(2009,2014]",0.091455696,0.133333333,NA,0.000368732,0.001639344,0.135687732,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2011,"(2009,2014]",0.060476788,0.136227545,NA,0,0.003095975,0.106753813,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2011,"(2009,2014]",0.229050279,0.809917355,NA,0,0,0.291666667,UM,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2011,"(2009,2014]",0.095625636,0.481605351,NA,0,0,0.296460177,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2011,"(2009,2014]",0.362318841,0.409638554,NA,0.007246377,0.156626506,0.431372549,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2011,"(2009,2014]",0.113636364,0.482517483,NA,0,0.000838223,0.131696429,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2011,"(2009,2014]",0.084913112,0.111459969,NA,0,0,0.054590571,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2011,"(2009,2014]",0.122222222,0.395348837,NA,0,0,NA,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2011,"(2009,2014]",0.05,0.024752475,NA,0,0,0.107806691,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2011,"(2009,2014]",0.081731336,0.253325272,NA,0.000235211,0,0.199753391,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2011,"(2009,2014]",0.079626579,0.125240848,NA,0.000278319,0,0.098445596,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2011,"(2009,2014]",0.14912892,0.757957958,NA,0.008873114,0.681540342,0.54,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2011,"(2009,2014]",0.151143791,0.531322506,NA,0.00086881,0.01937046,0.21192053,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2011,"(2009,2014]",0.061538462,NA,NA,NA,NA,NA,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2011,"(2009,2014]",0.79,0.92,0.85,0.07,0.44,0.41,LM,"Private laboratory network, India"
2011,"(2009,2014]",0.08956602,0.075657895,NA,0,0.003311258,0.061111111,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2011,"(2009,2014]",0.198395722,0.459330144,NA,0.001618123,0.266666667,0.205696203,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2011,"(2009,2014]",0.159090909,0.384615385,NA,0,0,NA,UM,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2011,"(2009,2014]",0.07012987,0.605839416,NA,NA,NA,0.2,UM,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2011,"(2009,2014]",0.082152975,0.354166667,NA,0,0,0.15625,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2011,"(2009,2014]",0.2,0.69,NA,NA,NA,NA,L,"Malawi Liverpool Wellcome Trust Clinical Research Programme, University of Malawi the College of Medicine"
2011,"(2009,2014]",0.127853881,0.134615385,NA,0,0.038461538,0.238095238,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2011,"(2009,2014]",0.63,0.41,0.85,0,0,0.33,UM,Hospital Civil de Guadalajara Fray Antonio Alcalde
2011,"(2009,2014]",0.058379374,0.06805075,NA,0.001290323,0.002301496,0.041044776,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2011,"(2009,2014]",0.05,0.13,NA,0,0,NA,H,"Public Health Surveillance, Institute of Environmental Science and Research Ltd (ESR), New Zealand"
2011,"(2009,2014]",0.036464526,0.028503563,NA,0.000386399,0,0.040540541,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2011,"(2009,2014]",0.83,NA,NA,0.04,NA,NA,LM,"Chughtai's laboratory, Lahore (CLL)"
2011,"(2009,2014]",0.117270789,0.597122302,NA,0.00093985,0.005319149,0.244565217,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2011,"(2009,2014]",0.11257233,0.353896104,NA,0,0.003448276,0.198019802,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2011,"(2009,2014]",0.210526316,NA,NA,0,NA,NA,UM,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2011,"(2009,2014]",0.309459459,0.682403433,NA,0,0.006912442,0.305220884,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2011,"(2009,2014]",0.087824351,0.301724138,NA,0,0,0.237288136,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2011,"(2009,2014]",0.16,0.6,0.58,0,0.03,0.43,UM,"SA National Health Laboratory Services and SASCM Private Data, South Africa"
2011,"(2009,2014]",0.119821429,0.133624454,NA,0.000178795,0.003496503,0.163289631,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2011,"(2009,2014]",0.036456292,0.023329799,NA,0,0,0.069879518,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2011,"(2009,2014]",0.52,0.51,0.64,0.03,0.09,0.22,H,Taiwan National Institutes of Infectious Diseases and Vaccinology
2011,"(2009,2014]",0.32,0.33,0.6,0.02,0.02,0.28,UM,"National Antimicrobial Resistance Surveillance Center, Thailand (NARST)"
2011,"(2009,2014]",0.096294867,0.053475936,NA,0.000646552,0.003636364,0.055555556,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2011,"(2009,2014]",0.1,0.17,0.37,0,0.07,0.19,H,"The Surveillance Network, USA"
2011,"(2009,2014]",0.2,0.67,0.69,0.01,0.15,0.45,UM,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela"
2012,"(2009,2014]",0.086522911,0.11757858,NA,0.000598802,0.008130081,0.145907473,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2012,"(2009,2014]",0.87,0.92,0.81,NA,0.03,NA,UM,Central Asian and Eastern European Surveillance of Antimicrobial Resistance (CAESAR)
2012,"(2009,2014]",0.068830852,0.164814815,NA,0.000242777,0.00733945,0.097186701,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2012,"(2009,2014]",0.381165919,0.748031496,0.603448276,0.02617801,0.018518519,0.31372549,UM,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2012,"(2009,2014]",0.1,0.08,NA,0,0.02,0.18,H,Canadian Antimicrobial Resistance Alliance (CARA)
2012,"(2009,2014]",0.07615894,0.521084337,NA,0,0,0.292307692,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2012,"(2009,2014]",0.318181818,0.230769231,NA,0,0.092307692,0.192307692,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2012,"(2009,2014]",0.114509246,0.511794139,NA,0.000578369,0.003060444,0.151329243,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2012,"(2009,2014]",0.07860262,0.104669887,0.09375,0,0.002941176,0.036619718,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2012,"(2009,2014]",0.078688525,0.177777778,NA,0,0.012658228,0.125,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2012,"(2009,2014]",0.061986085,0.016791045,NA,0,0,0.064220183,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2012,"(2009,2014]",0.09955035,0.226183518,0.033419023,0,0.004917025,0.180023229,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2012,"(2009,2014]",0.088389871,0.129518072,0.066115702,0.000239006,0,0.107305936,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2012,"(2009,2014]",0.16223977,0.708704592,0.877990431,0.014326648,0.604794521,0.477398015,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2012,"(2009,2014]",0.174344437,0.43,0.480861244,0,0.029106029,0.274636511,UM,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2012,"(2009,2014]",0.050724638,NA,NA,NA,NA,NA,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2012,"(2009,2014]",0.82,0.86,0.92,0.13,0.51,0.49,LM,"Private laboratory network, India"
2012,"(2009,2014]",0.091783217,0.095092025,NA,0,0,0.112676056,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2012,"(2009,2014]",0.262929596,0.478873239,0.831168831,0.00264813,0.29112426,0.250733138,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2012,"(2009,2014]",0.54,0.61,NA,0,0.03,NA,L,"A Private tertiary-care hospital, Kenya"
2012,"(2009,2014]",0.12987013,0.628205128,NA,0,0,NA,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2012,"(2009,2014]",0.047619048,0.639784946,NA,0,0,NA,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2012,"(2009,2014]",0.113772455,0.34,NA,0,0,0.064516129,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2012,"(2009,2014]",0.07,0.79,NA,NA,NA,NA,L,"Malawi Liverpool Wellcome Trust Clinical Research Programme, University of Malawi the College of Medicine"
2012,"(2009,2014]",0.129186603,0.267857143,NA,0,0.035714286,0.033333333,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2012,"(2009,2014]",0.62,NA,0.88,0.02,0.04,0.58,UM,Hospital Civil de Guadalajara Fray Antonio Alcalde
2012,"(2009,2014]",0.060775351,0.075052854,0.058139535,0.001353867,0.001057082,0.025408348,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2012,"(2009,2014]",0.05,0.15,NA,0,0.02,NA,H,"Public Health Surveillance, Institute of Environmental Science and Research Ltd (ESR), New Zealand"
2012,"(2009,2014]",0.049022855,0.032206119,NA,0,0.004815409,0.067307692,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2012,"(2009,2014]",0.89,NA,NA,0.07,NA,NA,LM,"Chughtai's laboratory, Lahore (CLL)"
2012,"(2009,2014]",0.129218901,0.604972376,0.382075472,0,0.008356546,0.226744186,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2012,"(2009,2014]",0.135097493,0.386683739,0.791666667,0.001469868,0.006675567,0.204225352,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2012,"(2009,2014]",0.251308901,0.607843137,0.814814815,0,0.137254902,0.577777778,UM,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2012,"(2009,2014]",0.307359307,0.626984127,NA,0.010622155,0.063444109,0.407821229,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2012,"(2009,2014]",0.095034247,0.283464567,NA,0,0.003937008,0.21641791,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2012,"(2009,2014]",0.19,0.66,0.77,0,0.03,0.42,UM,"SA National Health Laboratory Services and SASCM Private Data, South Africa"
2012,"(2009,2014]",0.135049365,0.167389419,NA,0.000529101,0.0078125,0.164126612,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2012,"(2009,2014]",0.044608994,0.028659161,NA,0.000180865,0.001023541,0.058823529,H,European Antimicrobial Resistance Surveillance Network (EARS-Net)
2012,"(2009,2014]",0.56,0.55,0.64,0.04,0.11,0.19,H,Taiwan National Institutes of Infectious Diseases and Vaccinology
2012,"(2009,2014]",0.35,0.35,0.59,0.01,0.02,0.26,UM,"National Antimicrobial Resistance Surveillance Center, Thailand (NARST)"
